Location,Phase,Cheese,Charm,Mouse,,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Outbreak Assassin,7.92%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Tentacle,7.17%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Sludge Swimmer,6.42%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Mutated Behemoth,6.42%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Mutant Ninja,6.42%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Mutant Mongrel,6.04%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Toxic Warrior,4.53%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Lab Technician,4.53%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,The Menace,4.15%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Sludge Soaker,4.15%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Plague Hag,3.40%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Biohazard,3.40%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Super Rotten,Scrap Metal Monster,2.64%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Toxic Warrior,13.45%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Lab Technician,12.11%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Outbreak Assassin,10.76%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Telekinetic Mutant,9.42%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Sludge Swimmer,8.07%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Mutant Ninja,7.62%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Mutant Mongrel,6.28%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Mutated Behemoth,6.28%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Slimefist,5.83%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Tentacle,4.04%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,The Menace,4.04%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Plague Hag,3.59%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Scrap Metal Monster,3.59%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Sludge Soaker,3.59%,,,,,,,,
Toxic Spill,Archduke,Rancid Radioactive Blue,Rotten,Biohazard,1.35%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Telekinetic Mutant,13.03%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Outbreak Assassin,10.59%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Toxic Warrior,10.54%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Mutant Mongrel,9.52%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Slimefist,9.05%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Plague Hag,8.43%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Mutant Ninja,6.94%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Tentacle,6.92%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Biohazard,5.64%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Sludge Soaker,5.64%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Sludge Swimmer,5.64%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,The Menace,4.43%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,-,Scrap Metal Monster,3.62%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Hazmat,13.39%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Telekinetic Mutant,9.80%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Outbreak Assassin,9.30%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Toxic Warrior,8.88%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Mutant Mongrel,8.15%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Slimefist,7.33%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Plague Hag,6.44%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Tentacle,5.43%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Mutant Ninja,5.39%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Lab Technician,4.79%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Sludge Soaker,4.68%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Biohazard,4.51%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Sludge Swimmer,4.41%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,Scrap Metal Monster,3.80%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Super Rotten,The Menace,3.72%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Lab Technician,14.38%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Telekinetic Mutant,10.96%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Outbreak Assassin,9.42%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Toxic Warrior,9.20%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Mutant Mongrel,8.73%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Slimefist,7.87%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Plague Hag,6.57%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Tentacle,6.08%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Mutant Ninja,5.52%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Sludge Swimmer,4.79%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Sludge Soaker,4.67%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Biohazard,4.41%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,The Menace,3.76%,,,,,,,,
Toxic Spill,Grand Duke,Rancid Radioactive Blue,Rotten,Scrap Metal Monster,3.66%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Toxic Warrior,14.78%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Slimefist,14.71%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Outbreak Assassin,13.38%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Mutant Mongrel,12.53%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Telekinetic Mutant,11.17%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Plague Hag,6.90%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Biohazard,4.63%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Tentacle,4.52%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Mutant Ninja,3.49%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Gelatinous Octahedron,2.37%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Scrap Metal Monster,2.35%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Sludge Soaker,2.34%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Mutated Siblings,1.19%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Bog Beast,1.16%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Spore,1.15%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Sludge,1.12%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Monster Tail,1.11%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,-,Swamp Runner,1.09%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Hazmat,13.47%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Toxic Warrior,12.06%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Slimefist,11.85%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Outbreak Assassin,11.08%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Mutant Mongrel,10.11%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Telekinetic Mutant,9.42%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Plague Hag,5.70%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Lab Technician,4.41%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Biohazard,4.07%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Tentacle,3.82%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Mutant Ninja,2.74%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Scrap Metal Monster,1.97%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Sludge Soaker,1.88%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Gelatinous Octahedron,"1,79%",,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Swamp Runner,1.02%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Spore,0.96%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Bog Beast,0.95%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Sludge,0.95%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Mutated Siblings,0.90%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Super Rotten,Monster Tail,0.84%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Lab Technician,14.29%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Slimefist,12.68%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Toxic Warrior,12.59%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Outbreak Assassin,11.73%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Mutant Mongrel,10.55%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Telekinetic Mutant,9.68%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Plague Hag,6.01%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Tentacle,3.94%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Biohazard,3.91%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Mutant Ninja,2.97%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Sludge Soaker,1.99%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Scrap Metal Monster,1.95%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Gelatinous Octahedron,1.89%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Spore,1.03%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Monster Tail,1.02%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Sludge,1.01%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Bog Beast,0.98%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Swamp Runner,0.92%,,,,,,,,
Toxic Spill,Duke,Rancid Radioactive Blue,Rotten,Mutated Siblings,0.88%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Sludge Soaker,15.20%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Plague Hag,14.88%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Telekinetic Mutant,12.48%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Tentacle,12.41%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Biohazard,12.25%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Mutant Ninja,8.56%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Gelatinous Octahedron,7.57%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Scrap Metal Monster,6.40%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Monster Tail,2.64%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Bog Beast,2.52%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Spore,1.29%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Sludge,1.29%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Swamp Runner,1.29%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,-,Mutated Siblings,1.23%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Hazmat,15.01%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Plague Hag,12.15%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Sludge Soaker,12.09%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Biohazard,9.95%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Tentacle,9.91%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Telekinetic Mutant,9.77%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Mutant Ninja,7.08%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Gelatinous Octahedron,5.93%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Lab Technician,5.04%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Scrap Metal Monster,5.03%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Bog Beast,2.02%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Monster Tail,1.99%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Mutated Siblings,1.04%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Sludge,1.02%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Swamp Runner,0.98%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Super Rotten,Spore,0.98%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Lab Technician,15.71%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Plague Hag,12.71%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Sludge Soaker,12.63%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Telekinetic Mutant,10.56%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Tentacle,10.49%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Biohazard,10.46%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Mutant Ninja,7.36%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Gelatinous Octahedron,6.37%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Scrap Metal Monster,5.32%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Monster Tail,2.09%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Bog Beast,2.08%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Mutated Siblings,1.09%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Sludge,1.08%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Spore,1.05%,,,,,,,,
Toxic Spill,Count,Rancid Radioactive Blue,Rotten,Swamp Runner,1.01%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,-,Plague Hag,27.79%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,-,Sludge Soaker,26.07%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,-,Gelatinous Octahedron,22.18%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,-,Monster Tail,6.36%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,-,Scrap Metal Monster,6.26%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,-,Spore,5.17%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,-,Bog Beast,2.49%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,-,Swamp Runner,1.25%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,-,Sludge,1.24%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,-,Mutated Siblings,1.19%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Plague Hag,22.20%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Sludge Soaker,20.43%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Gelatinous Octahedron,17.20%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Hazmat,16.07%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Monster Tail,5.12%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Scrap Metal Monster,5.03%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Lab Technician,4.80%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Spore,3.93%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Bog Beast,2.40%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Sludge,1.13%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Mutated Siblings,0.87%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Super Rotten,Swamp Runner,0.84%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Rotten,Plague Hag,23.15%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Rotten,Sludge Soaker,21.67%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Rotten,Gelatinous Octahedron,19.25%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Rotten,Lab Technician,15.73%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Rotten,Scrap Metal Monster,5.40%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Rotten,Monster Tail,4.97%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Rotten,Spore,4.24%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Rotten,Bog Beast,2.18%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Rotten,Swamp Runner,1.20%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Rotten,Mutated Siblings,1.16%,,,,,,,,
Toxic Spill,Baron,Rancid Radioactive Blue,Rotten,Sludge,1.04%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,-,Gelatinous Octahedron,17.48%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,-,Sludge,17.30%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,-,Monster Tail,13.97%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,-,Spore,13.63%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,-,Plague Hag,11.13%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,-,Sludge Soaker,11.03%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,-,Scrap Metal Monster,6.56%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,-,Mutated Siblings,3.82%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,-,Swamp Runner,2.56%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,-,Bog Beast,2.54%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Hazmat,14.81%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Gelatinous Octahedron,14.07%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Sludge,13.87%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Spore,11.28%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Monster Tail,11.07%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Plague Hag,9.08%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Sludge Soaker,8.84%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Scrap Metal Monster,4.99%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Lab Technician,4.96%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Mutated Siblings,3.09%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Swamp Runner,1.98%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Super Rotten,Bog Beast,1.96%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Rotten,Sludge,15.33%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Rotten,Lab Technician,15.04%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Rotten,Gelatinous Octahedron,14.13%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Rotten,Monster Tail,12.84%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Rotten,Spore,12.26%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Rotten,Plague Hag,8.99%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Rotten,Sludge Soaker,8.49%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Rotten,Scrap Metal Monster,4.85%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Rotten,Mutated Siblings,2.98%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Rotten,Swamp Runner,2.78%,,,,,,,,
Toxic Spill,Lord,Rancid Radioactive Blue,Rotten,Bog Beast,2.32%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,-,Spore,32.92%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,-,Monster Tail,32.59%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,-,Sludge,14.08%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,-,Gelatinous Octahedron,5.78%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,-,Swamp Runner,4.98%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,-,Mutated Siblings,4.89%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,-,Bog Beast,4.75%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Super Rotten,Spore,25.95%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Super Rotten,Monster Tail,24.95%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Super Rotten,Hazmat,15.95%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Super Rotten,Sludge,11.83%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Super Rotten,Mutated Siblings,5.27%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Super Rotten,Swamp Runner,4.58%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Super Rotten,Lab Technician,4.50%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Super Rotten,Gelatinous Octahedron,4.12%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Super Rotten,Bog Beast,2.90%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Rotten,Monster Tail,27.33%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Rotten,Spore,26.77%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Rotten,Lab Technician,14.57%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Rotten,Sludge,11.77%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Rotten,Swamp Runner,5.60%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Rotten,Bog Beast,4.79%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Rotten,Mutated Siblings,4.73%,,,,,,,,
Toxic Spill,Knight,Rancid Radioactive Blue,Rotten,Gelatinous Octahedron,4.42%,,,,,,,,
Toxic Spill,Hero,Rancid Radioactive Blue,-,Swamp Runner,26.05%,,,,,,,,
Toxic Spill,Hero,Rancid Radioactive Blue,-,Mutated Siblings,24.46%,,,,,,,,
Toxic Spill,Hero,Rancid Radioactive Blue,-,Sludge,23.55%,,,,,,,,
Toxic Spill,Hero,Rancid Radioactive Blue,-,Spore,12.03%,,,,,,,,
Toxic Spill,Hero,Rancid Radioactive Blue,-,Monster Tail,10.33%,,,,,,,,
Toxic Spill,Hero,Rancid Radioactive Blue,-,Bog Beast,3.59%,,,,,,,,
Toxic Spill,Hero,Rancid Radioactive Blue,Super Rotten,Swamp Runner,20.99%,,,,,,,,
Toxic Spill,Hero,Rancid Radioactive Blue,Super Rotten,Mutated Siblings,20.40%,,,,,,,,
Toxic Spill,Hero,Rancid Radioactive Blue,Super Rotten,Sludge,18.97%,,,,,,,,
Toxic Spill,Hero,Rancid Radioactive Blue,Super Rotten,Hazmat,14.12%,,,,,,,,
